HALTER_ID,ALTER,GESCHLECHT,STADTKREIS,STADTQUARTIER,RASSE1,RASSE1_MISCHLING,RASSE2,RASSE2_MISCHLING,RASSENTYP,GEBURTSJAHR_HUND,GESCHLECHT_HUND,HUNDEFARBE
146476,"51-60","w",12,"123","Havaneser",,,,"K",2018,"m","gestromt"
146486,"61-70","w",9,"91","English Cocker Spaniel",,,,"K",2019,"w","rot"
146490,"31-40","w",10,"102","Mischling klein",,,,"K",2017,"w","merle"
146520,"41-50","w",9,"92","Havaneser",,,,"K",2018,"m","tricolor"
146552,"21-30","w",10,"101","Mischling gross",,,,"I",2016,"w","choco"
146553,"31-40","m",7,"72","Husky",,"Schäfer",,"I",2010,"m","grau"
146561,"41-50","m",11,"111","Mischling gross",,,,"I",2018,"m","schwarz"
146566,"51-60","w",12,"122","Labrador Retriever",,"Boxer",,"I",2016,"m","schwarz/weiss"
146570,"21-30","w",4,"42","Chihuahua",,,,"K",2017,"m","beige"
146572,"31-40","m",9,"91","Englische Bulldogge",,,,"I",2009,"m","beige/weiss"
146576,"21-30","w",11,"119","Französische Bulldogge",,,,"K",2017,"m","schwarz/weiss"
146596,"51-60","m",2,"21","Yorkshire Terrier",,,,"K",2009,"w","grau/braun"
146599,"41-50","w",11,"115","Mischling klein",,,,"K",2017,"m","schwarz/braun"
146611,"41-50","w",12,"122","Mischling klein",,,,"K",2018,"m","weiss"
146626,"31-40","w",11,"115","Mischling gross",,,,"I",2015,"w","schwarz/weiss"
146627,"51-60","w",10,"101","Labrador",,"Golden Retriever",,"I",2017,"m","beige"
146638,"31-40","w",8,"81","Malteser",,,,"K",2011,"m","weiss"
146639,"51-60","w",9,"92","Chihuahua",,,,"K",2009,"w","weiss"
146639,"51-60","w",9,"92","Spitz",,,,"K",2015,"m","creme"
146643,"31-40","w",6,"61","Rehpinscher",,"Italienisches Windspiel",,"K",2005,"m","schwarz"
146665,"31-40","m",9,"91","West Highland White Terrier",,,,"K",2005,"m","weiss"
146666,"31-40","w",8,"82","Mischling klein",,,,"K",2012,"m","orange"
146685,"11-20","w",7,"73","Zwergpudel",,,,"K",2016,"m","schwarz"
146686,"41-50","w",9,"92","Lagotto Romagnolo",,,,"I",2019,"w","weiss"
146693,"61-70","w",1,"13","Border Collie",,,,"I",2012,"m","schwarz/weiss"
146697,"21-30","m",9,"92","Französische Bulldogge",,,,"K",2018,"w","weiss"
146698,"41-50","m",10,"102","Cirneco dell'Etna",,,,"I",2019,"m","rehbraun"
146701,"61-70","w",6,"63","Chihuahua",,,,"K",2018,"m","weiss/beige"
146702,"51-60","w",7,"72","Gordon Setter",,,,"I",2008,"m","schwarz"
146711,"31-40","m",12,"123","Zwergpinscher",,,,"K",2018,"w","rot/braun"
146712,"21-30","w",4,"41","Toypudel",,,,"K",2018,"w","braun"
146713,"21-30","m",2,"21","Mischling klein",,,,"K",2018,"w","beige"
146715,"31-40","w",5,"52","Mischling gross",,,,"I",2018,"w","schwarz/weiss"
146730,"31-40","w",7,"71","Mischling klein",,,,"K",2008,"w","hellbraun/weiss"
146734,"51-60","m",11,"115","Pekingese",,,,"K",2016,"m","grau/schwarz"
146736,"51-60","w",5,"52","West Highland White Terrier",,,,"K",2018,"m","weiss"
146737,"51-60","m",8,"83","Mischling gross",,,,"I",2018,"m","weiss/braun"
146738,"31-40","w",9,"92","Mischling klein",,,,"K",2014,"m","weiss/braun/schwarz"
146749,"21-30","w",6,"61","Mops",,,,"K",2011,"m","beige"
146752,"51-60","m",10,"101","English Setter",,,,"I",2017,"m","orange"
146753,"21-30","w",3,"34","Französische Bulldogge",,,,"K",2018,"m","beige"
146762,"31-40","m",10,"101","Cane Corso",,,,"I",2018,"w","grau"
146766,"31-40","m",9,"92","Rhodesian Ridgeback",,,,"I",2018,"w","red-wheaten"
146769,"31-40","m",5,"52","Mischling gross",,,,"I",2017,"w","schwarz/weiss"
146770,"31-40","m",5,"51","Deutscher Schäferhund",,,,"I",2009,"w","schwarz/braun"
146785,"51-60","w",9,"91","Mischling klein",,,,"K",2019,"m","fawn"
146789,"51-60","w",11,"115","Französische Bulldogge",,,,"K",2018,"w","sable"
146795,"31-40","m",9,"92","Shih Tzu",,,,"K",2017,"w","schwarz/weiss"
146806,"21-30","m",9,"92","Französische Bulldogge",,,,"K",2018,"m","brindle"
146807,"51-60","m",10,"101","Lagotto Romagnolo",,,,"I",2019,"m","braun/weiss"
146808,"51-60","w",11,"119","Bolonka Zwetna",,,,"K",2018,"m","braun"
146810,"61-70","w",8,"82","Zwergpudel",,,,"K",2015,"w","schwarz"
146811,"41-50","w",11,"119","Yorkshire Terrier",,,,"K",2012,"m","braun"
146816,"21-30","m",5,"51","Rottweiler",,,,"I",2016,"m","schwarz/braun"
146824,"31-40","m",4,"44","Französische Bulldogge",,,,"K",2018,"m","rot/braun"
146825,"31-40","w",6,"61","Mischling gross",,,,"I",2012,"m","hellbraun/weiss"
146832,"31-40","m",7,"71","Dalmatiner",,,,"I",2015,"m","weiss/schwarz"
146833,"11-20","m",12,"123","Rottweiler",,,,"I",2017,"m","schwarz/braun"
146835,"51-60","w",2,"21","Lagotto Romagnolo",,,,"I",2019,"m","braun"
146839,"51-60","m",11,"119","Spitz",,,,"K",2017,"w","weiss"
146845,"31-40","w",9,"92","Mischling klein",,,,"K",2017,"w","beige/weiss/braun"
146848,"41-50","m",11,"115","Cocker Spaniel",,"Pudel",,"K",2018,"w","apricot"
146849,"21-30","w",5,"52","Französische Bulldogge",,,,"K",2018,"w","braun/weiss/beige"
146861,"41-50","w",4,"44","Mischling gross",,,,"I",2015,"w","rot/beige"
146869,"41-50","w",7,"71","Rhodesian Ridgeback",,,,"I",2014,"m","rotbraun"
146912,"31-40","m",3,"33","Französische Bulldogge",,,,"K",2016,"w","blue/merle"
146928,"31-40","m",11,"119","Labrador",,,,"I",2006,"m","blondfarben"
146929,"41-50","m",11,"111","Toy Pudel",,,,"K",2018,"w","schwarz/weiss"
146931,"41-50","w",11,"119","Maremmen-Abruzzen-Schäferhund",,,,"I",2018,"w","weiss"
146940,"31-40","w",11,"119","Labrador",,,,"I",2017,"m","schwarz"
146943,"31-40","m",8,"82","West Highland White Terrier",,"Sibirischer Husky",,"I",2017,"w","weiss"
146943,"31-40","m",8,"82","Maremmano",,"Sibirischer Husky",,"I",2014,"m","weiss"
146945,"21-30","w",10,"101","Mischling gross",,,,"I",2016,"m","braun"
146946,"21-30","w",11,"111","Pinscher",,,,"K",2011,"w","schwarz/braun/weiss"
146973,"31-40","w",6,"61","Malteser",,"West Highland White Terrier",,"K",2013,"w","weiss"
147010,"31-40","w",9,"92","Pudel",,,,"K",2013,"w","weiss"
147015,"21-30","m",10,"101","Continental Bulldog",,,,"I",2019,"m","beige/schwarz"
147033,"41-50","w",9,"92","Zwergspitz",,,,"K",2017,"w","weiss"
147038,"31-40","w",9,"92","Prager Rattler",,,,"K",2009,"m","schwarz"
147047,"41-50","m",11,"119","Labrador Retriever",,,,"I",2019,"m","braun"
147064,"41-50","w",9,"91","Bolonka Zwetna",,,,"K",2019,"m","braun"
147072,"21-30","w",9,"91","Chihuahua","Mischling",,,"K",2009,"m","weiss"
147074,"61-70","w",2,"21","Schäfer",,"Spaniel",,"I",2010,"m","schwarz/braun/weiss"
147075,"51-60","m",7,"74","Beagle",,,,"K",2016,"m","braun/weiss/schwarz"
147090,"31-40","m",9,"92","Chihuahua",,,,"K",2019,"w","black/tan"
147103,"31-40","m",4,"42","Zwergspitz",,"Pomeranian",,"K",2019,"m","orange"
147110,"41-50","m",6,"61","Malteser",,,,"K",2018,"w","weiss"
147115,"31-40","w",3,"34","Pekingese",,,,"K",2015,"w","creme"
147116,"21-30","w",12,"121","Old Englische Bulldogge",,,,"I",2018,"w","choco"
147117,"11-20","w",11,"115","Husky",,,,"I",2017,"w","schwarz/weiss"
147117,"11-20","w",11,"115","Pinscher",,,,"K",2019,"m","schwarz/braun"
147118,"31-40","w",2,"21","Greyhound",,,,"I",2017,"w","braun"
147120,"51-60","m",1,"14","Dachshund",,,,"K",2010,"w","braun"
147123,"51-60","m",7,"71","Saluki",,,,"I",2015,"m","weiss/gelb"
147124,"31-40","m",6,"61","Mischling gross",,,,"I",2018,"m","schwarz/weiss"
147135,"31-40","m",6,"63","Tamaskan",,,,"I",2018,"m","grau"
147137,"31-40","w",9,"92","Zwergspitz",,,,"K",2018,"w","creme"
147139,"31-40","m",9,"92","Chihuahua",,,,"K",2019,"w","black/tan"
147150,"31-40","w",6,"63","Husky",,,,"I",2011,"w","weiss"
147161,"61-70","w",10,"101","Zwergspitz",,,,"K",2012,"w","beige"
147211,"51-60","w",11,"111","Maremmano","Mischling",,,"I",2016,"m","weiss"
147214,"41-50","w",3,"31","Jack Russel Terrier",,"Französische Bulldogge",,"K",2016,"w","gestromt"
147227,"21-30","w",6,"61","Shiba Inu",,,,"K",2014,"w","tricolor"
147234,"41-50","w",7,"71","Pekingese","Mischling",,,"K",2018,"m","beige"
147235,"51-60","w",3,"33","Chihuahua",,,,"K",2018,"m","braun/weiss"
147262,"11-20","w",11,"115","Lagotto Romagnolo",,,,"I",2019,"w","braun"
147266,"51-60","m",6,"61","Foxterrier",,,,"K",2019,"m","weiss/schwarz"
147268,"51-60","w",8,"82","Cocker Spaniel",,,,"K",2013,"m","schwarz"
147270,"41-50","w",11,"115","Bichon frisé",,"Bichon Havanais",,"K",2019,"w","braun"
147271,"21-30","m",2,"24","Bullmastiff",,,,"I",2016,"w","beige"
147280,"31-40","w",11,"115","Mischling gross",,,,"I",2019,"m","schwarz"
147281,"21-30","m",8,"82","Mischling klein",,,,"K",2017,"m","grau/weiss"
147283,"31-40","w",2,"24","Französische Bulldogge",,,,"K",2019,"w","blue/red"
147293,"41-50","w",11,"111","Bolonka Zwetna",,,,"K",2012,"m","zobel/weiss"
147303,"51-60","m",11,"111","Mischling klein",,,,"K",2017,"m","braun/weiss"
147310,"31-40","m",10,"101","Deutscher Schäfer",,,,"I",2016,"m","schwarz/braun"
147313,"31-40","w",6,"63","Lagotto Romagnolo",,,,"I",2019,"w","bicolor"
147314,"21-30","m",9,"92","Berner Sennenhund",,,,"I",2019,"m","schwarz/weiss/braun"
147316,"21-30","m",5,"51","Chihuahua",,,,"K",2013,"m","blondfarben"
147320,"61-70","m",2,"23","Border Terrier",,,,"K",2015,"m","blue/tan"
147328,"41-50","w",2,"24","West Highland White Terrier",,,,"K",2019,"m","weiss"
147329,"41-50","w",11,"119","Rehpinscher",,,,"K",2018,"w","braun"
147330,"41-50","w",3,"31","Lagotto Romagnolo",,,,"I",2019,"w","braun"
147334,"41-50","w",10,"101","Terrier","Mischling",,,"K",2014,"m","schwarz/weiss/braun"
147335,"61-70","m",2,"21","Deutscher Schäferhund",,,,"I",2013,"m","schwarz"
147336,"71-80","w",8,"82","Toypudel",,,,"K",2015,"m","schwarz"
147337,"51-60","w",10,"101","Französische Bulldogge",,,,"K",2018,"m","schwarz/weiss"
147339,"31-40","w",10,"101","Malteser",,,,"K",2019,"w","weiss"
147342,"41-50","w",7,"71","Riesenschnauzer",,,,"I",2019,"m","schwarz"
147356,"21-30","w",11,"119","Alaskan Malamute",,,,"I",2016,"w","grau/weiss"
147359,"41-50","w",7,"72","Kooikerhondje",,,,"K",2016,"w","weiss/rot"
147360,"41-50","m",7,"74","Ca de Bestiar (Spanischer Schäferhund)",,,,"I",2017,"m","schwarz"
147365,"11-20","w",7,"71","Dachshund",,,,"K",2018,"w","saufarben"
147381,"31-40","m",8,"82","Beagle",,,,"K",2019,"w","tricolor"
147406,"21-30","w",11,"115","Mischling klein",,,,"K",2016,"w","beige"
147408,"51-60","w",7,"71","Bichon frisé",,,,"K",2012,"m","weiss"
147409,"31-40","m",4,"42","Mops",,,,"K",2019,"m","schwarz"
147411,"21-30","m",12,"121","Labrador",,"Golden Retriever",,"I",2015,"w","beige"
147412,"31-40","w",6,"63","Lagotto Romagnolo",,,,"I",2019,"m","braun"
147417,"31-40","w",11,"111","Yorkshire Terrier",,,,"K",2013,"m","black/tan"
147423,"51-60","w",7,"74","Havaneser",,,,"K",2019,"w","rot/braun"
147425,"51-60","w",12,"122","Pomeranian",,"Zwergspitz",,"K",2018,"m","schwarz"
147437,"31-40","m",3,"31","Mischling klein",,,,"K",2017,"w","braun"
147438,"31-40","m",12,"121","Deutscher Boxer",,,,"I",2019,"m","gelb"
147439,"41-50","m",4,"42","Mischling gross",,,,"I",2014,"m","braun"
147441,"41-50","w",7,"73","Chihuahua",,,,"K",2015,"w","tricolor"
147442,"41-50","w",12,"122","Biewer Yorkshire Terrier",,,,"K",2018,"m","tricolor"
147443,"21-30","w",7,"74","Deutscher Schäfer","Mischling",,,"I",2016,"w","schwarz/braun"
147444,"31-40","w",4,"44","Shih Tzu",,,,"K",2019,"w","tricolor"
147456,"21-30","w",6,"63","Mischling gross",,,,"I",2019,"m","schwarz/weiss"
147466,"51-60","w",2,"24","Zwergschnauzer",,,,"K",2019,"w","schwarz/silber"
147467,"61-70","w",11,"119","Yorkshire Terrier",,,,"K",2019,"m","schwarz/braun"
147469,"51-60","w",12,"123","Perro de Agua Espanol",,,,"I",2009,"w","schwarz"
147480,"31-40","w",10,"102","Ratenero Bodeguero",,,,"K",2018,"w","weiss/schwarz"
147485,"21-30","w",4,"41","Mischling klein",,,,"K",2010,"m","braun"
147507,"51-60","w",3,"31","Jack Russel Terrier",,,,"K",2017,"m","weiss/braun/schwarz"
147508,"31-40","w",4,"42","Chihuahua",,,,"K",2013,"w","tricolor"
147515,"21-30","w",11,"111","Labrador",,,,"I",2008,"w","weiss"
147519,"31-40","w",7,"74","Chihuahua",,,,"K",2017,"w","grau"
147521,"41-50","m",4,"42","Deutscher Schäfer",,,,"I",2015,"w","tricolor"
147557,"31-40","w",11,"111","Cocker Spaniel",,"Pudel",,"K",2019,"m","apricot"
147564,"31-40","w",7,"72","Labrador Retriever",,,,"I",2011,"m","schwarz"
147575,"31-40","w",12,"122","Zwergspitz",,"Pomeranian",,"K",2019,"m","beige"
147580,"21-30","w",7,"74","Mischling klein",,,,"K",2018,"w","creme"
147582,"21-30","w",9,"92","Border Terrier",,,,"K",2019,"m","red grizzle"
147585,"21-30","m",12,"123","Mischling gross",,,,"I",2018,"m","schwarz/weiss"
147587,"21-30","w",11,"115","Eurasier",,,,"I",2019,"m","grau/braun"
147589,"41-50","w",10,"101","Chihuahua",,,,"K",2019,"w","sandfarbig"
147617,"51-60","w",12,"121","Golden Retriever","Mischling",,,"I",2014,"m","weiss/creme"
147619,"21-30","w",11,"115","Französische Bulldogge",,,,"K",2019,"m","grau"
147622,"31-40","w",3,"34","West Highland White Terrier",,,,"K",2017,"m","weiss/braun"
147623,"41-50","w",10,"101","Australian Shepherd",,,,"I",2009,"m","rot/weiss"
147624,"31-40","w",9,"92","Dalmatiner",,,,"I",2018,"m","schwarz/weiss"
147628,"21-30","w",2,"21","Alaskan Husky",,,,"I",2009,"m","creme"
147629,"41-50","m",9,"91","Lagotto Romagnolo",,,,"I",2019,"m","rot/braun"
147643,"41-50","m",2,"24","Französische Bulldogge",,,,"K",2015,"w","schwarz gestromt"
147651,"51-60","w",12,"123","Yorkshire Terrier",,,,"K",2019,"m","blue/tan"
147658,"31-40","w",11,"111","Chihuahua",,,,"K",2019,"m","braun/weiss"
147682,"21-30","w",8,"81","Zwergspitz",,,,"K",2019,"m","orange"
147686,"41-50","m",12,"122","Rottweiler",,,,"I",2019,"w","schwarz/braun"
147687,"21-30","m",11,"111","Rottweiler",,,,"I",2019,"w","schwarz/braun"
147692,"41-50","w",11,"119","Zwergspitz",,"Chihuahua",,"K",2016,"m","orange"
147694,"31-40","w",7,"71","Zwergspitz",,,,"K",2018,"m","orange"
147699,"31-40","m",11,"111","Mischling klein",,,,"K",2014,"w","schwarz"
147729,"41-50","w",8,"82","Bologneser",,,,"K",2019,"w","braun"
147736,"21-30","w",11,"111","Boston Terrier",,"Cane Corso",,"I",2019,"w","blue"
147753,"31-40","w",11,"111","Chihuahua",,,,"K",2006,"m","weiss"
147755,"21-30","w",10,"101","Mittelspitz",,,,"K",2018,"m","weiss"
147757,"21-30","w",4,"42","Dobermann",,,,"I",2019,"m","dunkelbraun"
147768,"31-40","w",2,"24","Husky",,"Terrier",,"I",2010,"w","braun"
147769,"21-30","w",2,"21","Weisser Schäferhund (Berger Blanc Suisse)",,,,"I",2019,"w","weiss"
147772,"51-60","m",10,"102","Deutsch Drahthaar",,,,"I",2019,"m","tricolor"
147802,"21-30","w",4,"42","Miniature Bull Terrier",,,,"K",2019,"m","hellbraun/weiss"
147804,"31-40","w",9,"91","Mischling gross",,,,"I",2019,"w","hellbraun"
147807,"41-50","w",10,"102","Yorkshire Terrier",,,,"K",2019,"w","schwarz/weiss/beige"
147812,"21-30","m",3,"33","Boston Terrier",,"Cane Corso",,"I",2019,"m","schwarz"
147820,"61-70","m",7,"74","Papillon",,,,"K",2019,"m","rotbraun/weiss"
147828,"51-60","m",8,"81","Jack Russel Terrier",,,,"K",2018,"w","weiss/braun"
147829,"41-50","m",9,"92","Norwich Terrier",,,,"K",2015,"m","rot"
147836,"41-50","w",7,"73","Toypudel",,,,"K",2016,"w","schwarz"
147843,"21-30","w",3,"34","Labrador Retriever",,,,"I",2019,"w","foxred"
147874,"21-30","w",11,"115","Zwergspitz",,"Pomeranian",,"K",2017,"m","braun/schwarz"
147877,"31-40","w",11,"111","Sibirischer Husky",,,,"I",2018,"w","weiss/braun"
147897,"51-60","w",7,"71","Dachshund",,,,"K",2017,"w","wildfarbig"
147901,"11-20","w",10,"101","Chihuahua",,,,"K",2014,"w","creme"
147901,"11-20","w",10,"101","Chihuahua",,,,"K",2018,"w","creme"
147902,"21-30","w",2,"21","Chihuahua",,"Zwergpinscher",,"K",2013,"m","schwarz/braun"
147903,"41-50","w",7,"74","Labrador Retriever","Mischling",,,"I",2019,"w","creme"
147916,"31-40","m",11,"115","Mischling klein",,,,"K",2018,"m","schwarz"
147918,"31-40","w",10,"102","Irish Terrier",,,,"I",1982,"m","rot"
147920,"21-30","w",9,"92","Französische Bulldogge",,,,"K",2013,"w","beige/weiss"
147921,"31-40","m",3,"31","Schäfer","Mischling",,,"I",2017,"w","schwarz/braun"
147924,"71-80","m",5,"52","Bolonka Zwetna",,,,"K",2016,"w","braun"
147925,"61-70","w",9,"91","Magyar Viszla",,,,"I",2013,"w","gelb"
147927,"31-40","m",2,"23","Bayerischer Gebirgsschweisshund",,,,"I",2019,"w","rot"
147942,"41-50","w",7,"74","Havaneser",,,,"K",2019,"m","falb"
147944,"31-40","w",3,"31","Mischling gross",,,,"I",2019,"w","weiss/braun/schwarz"
147950,"41-50","m",7,"72","Labrador",,,,"I",2018,"w","braun"
147951,"31-40","w",10,"101","Cairn Terrier",,"Chihuahua",,"K",2018,"m","beige"
147952,"51-60","w",9,"91","Französische Bulldogge",,,,"K",2018,"w","braun"
147953,"31-40","w",4,"42","Labrador",,,,"I",2019,"w","Fox/Red"
147956,"31-40","w",5,"51","Flat Coated Retriever",,,,"I",2019,"m","schwarz"
147957,"31-40","m",9,"91","Chihuahua",,"Französische Bulldogge",,"K",2019,"w","beige/braun"
147958,"31-40","w",6,"61","Jack Russel Terrier",,,,"K",2019,"w","weiss/rot"
147961,"61-70","w",10,"102","Mischling klein",,,,"K",2003,"w","weiss/braun/schwarz"
147962,"21-30","w",7,"72","Bolonka Zwetna",,,,"K",2018,"m","zobel"
148021,"21-30","w",6,"63","Labrador Retriever",,,,"I",2013,"w","beige"
148023,"21-30","m",4,"44","Belgischer Schäferhund",,,,"I",2019,"m","braun/schwarz"
148025,"61-70","m",9,"92","Mischling klein",,,,"K",2008,"w","rotbraun"
148027,"51-60","m",2,"23","Mischling gross",,,,"I",2016,"m","braun"
148034,"21-30","w",8,"83","Appenzeller Sennenhund","Mischling",,,"I",2019,"m","tricolor"
148055,"31-40","m",11,"119","Mischling klein",,,,"K",2006,"m","braun/schwarz"
148058,"71-80","m",7,"74","Border Collie",,,,"I",2019,"w","schwarz/weiss"
148062,"21-30","m",7,"72","Zwergspitz",,,,"K",2019,"m","creme"
148078,"31-40","w",2,"21","Deutscher Schäfer",,"Husky",,"I",2019,"m","schwarz/weiss"
148080,"31-40","w",6,"61","Labrador Retriever",,,,"I",2016,"w","schwarz"
148084,"41-50","w",3,"31","Bolonka Zwetna",,,,"K",2007,"w","weiss"
148086,"31-40","w",5,"52","Jack Russel Terrier",,,,"K",2007,"m","weiss/schwarz"
148096,"21-30","w",9,"92","Pinscher","Mischling",,,"K",2017,"m","hellbraun"
148107,"41-50","w",10,"101","Basset Hound",,,,"I",2019,"m","tricolor"
148112,"31-40","w",1,"14","Französische Bulldogge",,,,"K",2016,"m","braun/weiss"
148115,"31-40","m",3,"31","Labrador Retriever",,,,"I",2019,"m","braun"
148117,"51-60","m",7,"74","Labrador",,"Golden Retriever",,"I",2018,"w","schwarz"
148125,"31-40","m",1,"14","American Bulldog",,,,"I",2014,"w","weiss gestromt"
148129,"51-60","w",6,"63","Zwergpudel",,,,"K",2019,"w","weiss"
148131,"21-30","m",9,"92","Französische Bulldogge",,,,"K",2017,"w","schwarz gestromt"
148132,"31-40","w",12,"123","Mischling klein",,,,"K",2018,"w","schwarz/weiss"
148134,"41-50","w",7,"73","Zwergspitz",,"Husky",,"I",2019,"w","creme"
148150,"51-60","w",11,"119","Flat Coated Retriever",,,,"I",2019,"m","schwarz"
148175,"31-40","m",4,"42","Französische Bulldogge",,,,"K",2017,"m","gestromt"
148178,"21-30","w",6,"61","Mischling klein",,,,"K",2017,"w","hellbraun/weiss"
148179,"21-30","m",9,"92","Französische Bulldogge",,,,"K",2018,"m","fawn"
148183,"21-30","w",11,"111","Dachshund",,,,"K",2015,"m","braun"
148183,"21-30","w",11,"111","Mischling klein",,,,"K",2016,"m","schwarz/braun"
148199,"21-30","w",6,"61","Malteser","Mischling",,,"K",2015,"m","weiss"
148208,"31-40","w",12,"122","Jack Russel Terrier",,,,"K",2018,"w","schwarz/weiss"
148212,"41-50","w",5,"52","English Cocker Spaniel",,,,"K",2019,"m","blau"
148213,"71-80","w",7,"71","Lagotto Romagnolo",,,,"I",2011,"w","braun"
148217,"31-40","w",2,"21","Miniature Australian Shepherd",,,,"K",2019,"w","schwarz"
148220,"31-40","w",12,"123","Deutscher Kleinspitz",,,,"K",2018,"w","schwarz/weiss"
148221,"31-40","w",3,"34","Kromfohrländer",,,,"I",2019,"w","weiss/schwarz/braun"
148223,"41-50","w",3,"33","Perro de Agua Espanol",,,,"I",2019,"m","braun"
148231,"31-40","m",11,"111","Mischling gross",,,,"I",2016,"m","weiss/braun"
148231,"31-40","m",11,"111","Mischling gross",,,,"I",2015,"m","weiss/braun"
148254,"61-70","w",3,"34","Labrador Retriever",,,,"I",2019,"m","schwarz"
148255,"51-60","w",7,"71","Labrador",,"Schäfer",,"I",2018,"m","weiss/braun"
148256,"31-40","w",9,"92","Französische Bulldogge",,,,"K",2014,"m","schwarz"
148258,"41-50","w",3,"31","Chow Chow",,,,"I",2010,"w","braun"
148258,"41-50","w",3,"31","Mischling klein",,,,"K",2018,"m","schwarz/weiss/braun"
148283,"41-50","w",8,"83","Cocker Spaniel",,,,"K",2019,"m","schwarz"
148284,"21-30","m",11,"111","Zwergspitz",,,,"K",2019,"m","beige"
148285,"31-40","w",6,"61","Mischling klein",,,,"K",2019,"w","schwarz"
148286,"31-40","w",8,"81","Rhodesian Ridgeback",,,,"I",2019,"w","weizen"
148287,"21-30","m",4,"42","Labrador Retriever",,,,"I",2019,"m","schwarz"
148292,"31-40","w",11,"119","Chihuahua",,,,"K",2005,"m","braun/weiss"
148293,"21-30","w",10,"102","Cavalier King Charles Spaniel",,"Pudel",,"K",2018,"w","braun"
148294,"61-70","m",11,"119","Flat Coated Retriever",,,,"I",2019,"m","schwarz"
148312,"31-40","m",2,"23","Französische Bulldogge",,,,"K",2019,"w","fawn"
148315,"31-40","w",9,"91","Labrador Retriever",,,,"I",2019,"w","blondfarben"
148321,"31-40","m",9,"92","Puli",,,,"K",2018,"m","schwarz"
148328,"51-60","w",3,"31","Zwergschnauzer",,,,"K",2019,"w","schwarz/silber"
148333,"41-50","w",7,"71","Labrador",,"Pudel",,"I",2019,"w","schwarz"
148339,"21-30","w",11,"111","Mischling gross",,,,"I",2018,"m","schwarz"
148343,"41-50","m",6,"61","Biewer Yorkshire Terrier",,,,"K",2019,"m","schwarz/weiss"
148350,"21-30","m",3,"31","Lagotto Romagnolo",,,,"I",2018,"w","weiss"
148351,"41-50","w",11,"115","Jack Russel Terrier",,,,"K",2019,"m","weiss/rot"
148354,"21-30","w",2,"24","Podenco",,,,"I",2018,"m","braun/weiss"
148355,"21-30","w",10,"101","Mischling gross",,,,"I",2016,"w","tricolor"
148392,"41-50","m",2,"24","Shiba Inu",,,,"K",2019,"m","rot"
148394,"51-60","w",7,"72","Lagotto Romagnolo",,,,"I",2010,"w","weiss/braun"
148397,"21-30","w",11,"119","Französische Bulldogge",,,,"K",2019,"w","grau/weiss"
148398,"21-30","m",2,"24","Labrador",,,,"I",2018,"w","Fox/Red"
148399,"21-30","m",11,"115","Boxer",,"Englische Bulldogge",,"I",2019,"m","gestromt"
148400,"61-70","w",6,"63","Bergamasker",,,,"I",2019,"w","merle"
148402,"71-80","w",7,"74","Papillon",,,,"K",2019,"m","rotbraun/weiss"
148403,"21-30","w",7,"72","Pomeranian",,"Chihuahua",,"K",2012,"w","golden"
148404,"31-40","m",11,"115","Siberian Husky",,,,"I",2019,"m","weiss/creme"
148405,"61-70","w",1,"14","English Springer Spaniel",,,,"I",2015,"w","mehrfarbig"
148410,"61-70","w",3,"33","Zwergspitz",,"Pomeranian",,"K",2017,"w","weiss/braun/schwarz"
148414,"31-40","w",6,"61","Oesterreichischer Pinscher",,"Rhodesian Ridgeback",,"I",2016,"w","hellbraun/weiss"
148419,"61-70","w",4,"44","Mischling gross",,,,"I",2018,"m","schwarz/weiss"
148451,"31-40","w",4,"42","Nova Scotia Duck Tolling Retriever",,,,"I",2019,"m","rot"
148452,"31-40","w",12,"122","Labrador",,,,"I",2019,"w","weiss"
148457,"61-70","m",4,"44","Epagneul Breton (Bretonischer Vorstehhund)",,,,"I",2018,"m","weiss/braun"
148470,"31-40","m",2,"24","Mischling klein",,,,"K",2008,"m","schwarz"
148471,"21-30","w",11,"115","Boxer",,"Bulldog",,"I",2019,"m","braun"
148474,"11-20","w",9,"92","Appenzeller Sennenhund","Mischling",,,"I",2018,"w","tricolor"
148474,"11-20","w",9,"92","Malteser",,,,"K",2019,"m","weiss"
148480,"51-60","w",2,"23","Eurasier",,,,"I",2019,"m","tricolor"
148483,"21-30","w",7,"72","Petit Brabançon",,,,"K",2018,"m","rot"
148490,"61-70","m",2,"24","Australian Shepherd",,,,"I",2019,"m","red merle"
148500,"31-40","m",11,"115","Border Collie",,,,"I",2018,"m","schwarz/weiss"
148502,"41-50","w",9,"92","Windhund",,,,"I",2019,"w","rot/schwarz"
148503,"31-40","w",11,"111","Jack Russel Terrier",,,,"K",2019,"w","weiss/rot"
148505,"21-30","m",12,"123","Magyar Viszla",,,,"I",2019,"w","hellbraun"
148506,"31-40","m",10,"101","Labrador Retriever",,,,"I",2019,"m","silber"
148507,"31-40","w",11,"115","Welsh Corgi Pembroke",,,,"K",2016,"m","rot/weiss"
148508,"31-40","w",11,"111","Russischer schwarzer Terrier",,,,"I",2019,"w","schwarz"
148510,"41-50","w",7,"72","Pudel",,"Golden Retriever",,"I",2019,"w","beige"
148530,"21-30","w",11,"119","Boxer",,,,"I",2019,"m","gestromt"
148570,"41-50","m",9,"92","Lagotto Romagnolo",,,,"I",2015,"m","weiss"
